,﻿銘柄コード,銘柄名,業種,上場市場,次回決算発表日,次回決算発表時間,時価総額,Average Daily Volume(25days),株価,前営業日終値,本日の株価変化率,Bid,Ask,Mid,Mid_Chg_Pct,当日のVolume,Day_High,Day_Low,過去1カ月トータルリターン,過去3か月トータルリターン,過去6か月トータルリターン,過去1年トータルリターン,過去3年トータルリターン,過去5年トータルリターン,25日移動平均,RSI(14日間),配当利回り,PER,PBR,現値と25日移動平均の乖離,Updated_At
23,141A JT Equity,トライアルホールディングス,Consumer Staples Distribution & Retail,グロース,2026/05/14,14:00,4.96392E+11,912485.1852,4045,3905,0.035851472,4035,4050,4042.5,0.033887468,861200,4050,3810,-0.038049941,0.332784185,0.935406699,0.801163642,0.863017501,0.863017501,4353.518519,41.33060457,0.003955501,38.91483655,3.851204601,-0.070866477,2026/04/28 6:57
24,1420 JT Equity,サンヨーホームズ,Household Durables,スタンダード,2026/05/11,14:00,8444740000,98400,626,622,0.006430868,626,627,626.5,0.008045052,45500,627,620,-0.076696165,-0.090920734,-0.080619553,-0.039818645,-0.022472925,0.03627968,659.8518519,26.78683291,0.039936102,12.26709062,0.484420149,-0.0513022,2026/04/28 6:57
25,1429 JT Equity,日本アクア,Building Products,プライム,2026/05/08,14:00,24227720000,196822.2222,697,686,0.016034985,694,698,696,0.01383831,103700,697,687,-0.015536723,-0.201603666,-0.21631146,-0.023029785,-0.107162259,0.390560615,704.037037,43.80213565,0.050215208,11.7398654,1.929809703,-0.009995265,2026/04/28 6:57
26,142A JT Equity,ジンジブ,Professional Services,グロース,2026/05/15,14:00,2010398400,8151.851852,692,687,0.00727802,683,694,688.5,-0.002173913,1000,694,692,0.037481259,0.029761905,-0.192532089,0.392354125,-0.65138539,-0.65138539,688.8518519,52.73701777,,,4.840088212,0.004570138,2026/04/28 6:57
27,1430 JT Equity,ファーストコーポレーション,Household Durables,スタンダード,2026/07/15,,15100800200,31803.7037,1130,1096,0.031021898,1130,1132,1131,0.030054645,48100,1130,1099,0.096023278,0.09496124,0.191983122,0.246542413,0.383681982,0.85432661,1074.814815,65.34612222,0.037168142,9.215161795,1.320532447,0.051343901,2026/04/28 6:57
28,1431 JT Equity,Ｌｉｂ Ｗｏｒｋ,Real Estate Management & Development,グロース,2026/05/12,14:00,15529440220,23585.18519,643,643,0,643,644,643.5,-0.000776398,10700,645,641,-1.55E-03,0.013518106,-0.132658115,-0.035591427,-0.187525792,-0.251353421,646.9259259,39.78099943,0.009953344,49.33216297,3.245556951,-0.006068586,2026/04/28 6:57
29,1433 JT Equity,ベステラ,Construction & Engineering,プライム,2026/06/09,,9780654400,111525.9259,1052,1033,0.01839303,1052,1054,1053,0.018867925,52800,1054,1033,-0.106960951,-0.190258229,0.013897629,0.001021698,0.252318065,-0.277704883,1116.333333,39.8101811,0.038022814,16.17910652,1.727024896,-0.057629143,2026/04/28 6:57
30,1434 JT Equity,ＪＥＳＣＯホールディングス,Construction & Engineering,スタンダード,2026/07/14,,16685156800,92111.11111,2392,2415,-0.00952381,2392,2400,2396,-0.01399177,45400,2415,2320,0.379469435,0.2406639,0.935275081,1.873441271,4.450504124,4.120929656,2021.62963,69.09725942,0.016722408,10.89768257,2.054271731,0.183203869,2026/04/28 6:57
31,1435 JT Equity,ｒｏｂｏｔ　ｈｏｍｅ,Real Estate Management & Development,スタンダード,2026/05/15,16:00,18681035000,658259.2593,205,203,0.009852217,205,206,205.5,0.012315271,640100,206,200,0.078947368,0.25,0.120424957,0.23553711,-0.055523648,0.240815676,204.4074074,46.11222,0.009756098,9.078090264,1.650566597,0.002899076,2026/04/28 6:57
32,1436 JT Equity,グリーンエナジー＆カンパニー,Independent Power and Renewable Electricity Producers,グロース,2026/06/10,,16316802000,75044.44444,1269,1355,-0.063468635,1265,1270,1267.5,-0.063423645,113700,1328,1161,-0.0445,0.534939759,0.591174022,0.710832587,3.772864089,2.513253422,1335.209877,39.61754396,0.00394011,33.8633841,2.83598094,-0.049587617,2026/04/28 6:57
33,1438 JT Equity,岐阜造園,Commercial Services & Supplies,スタンダード,2026/05/15,,6229632000,900,1920,1920,0,1887,1920,1903.5,-0.003403141,500,1930,1920,0.066666667,0.090024331,0.008484848,0.060810987,0.804731111,0.80618745,1845.68,78.27105963,0.019791667,13.33047219,1.442364251,0.040267002,2026/04/28 6:57
34,143A JT Equity,イシン,Media,グロース,2026/05/13,14:00,1387678600,1362.962963,718,722,-0.005540166,715,733,724,0,1000,720,717,-5.54E-03,-0.124390244,-0.257497415,-0.227125942,-0.648899756,-0.648899756,748.7407407,32.99516229,,16.96432961,1.157151946,-0.041056589,2026/04/28 6:57
35,1443 JT Equity,技研ホールディングス,Construction & Engineering,スタンダード,2026/05/20,14:00,4757727261,405659.2593,293,285,0.028070175,292,293,292.5,0.024518389,71500,293,284,0.042704626,-0.044977354,0.195719411,0.625121409,0.338478988,-0.013394589,296.2962963,46.6274073,0.003754266,7.72194789,0.385251051,-0.011125,2026/04/28 6:57
36,1444 JT Equity,ニッソウ,Household Durables,グロース,2026/12/15,,3023319900,1974.074074,2777,2790,-0.004659498,2769,2794,2781.5,0.000359648,1300,2795,2777,0.028518519,-0.042083477,-0.01699115,0.082651072,0.224966917,0.54793757,2716.148148,57.36315165,,,1.86819767,0.022403731,2026/04/28 6:57
37,1446 JT Equity,キャンディル,Construction & Engineering,スタンダード,2026/05/14,14:00,5603252400,35911.11111,522,519,0.005780347,521,522,521.5,0.003849856,9700,522,518,-0.001912046,-0.09375,-0.038674033,-0.029739777,-0.049136892,0.024824584,536.1111111,37.25467205,0.01532567,23.28171883,1.644544453,-0.026321244,2026/04/28 6:57
38,1447 JT Equity,SAAFホールディングス,IT Services,グロース,2026/05/15,,7358534358,295596.2963,301,299,0.006688963,301,306,303.5,0.016750419,118000,310,297,-0.245614035,-0.257573813,0.273618146,0.075599777,-0.205235674,-0.244678072,364.2962963,26.09095106,0.014950166,10.1072025,2.567305296,-0.173749492,2026/04/28 6:57
39,1450 JT Equity,ＴＡＮＡＫＥＮ,Construction & Engineering,スタンダード,2026/05/08,14:00,12318633600,4722.222222,1416,1427,-0.007708479,1411,1416,1413.5,-0.007373596,1600,1437,1416,-0.068421053,0.016796148,0.025322741,0.069414608,0.220456342,0.323537347,1502.185185,20.87124232,0.038841808,8.367900761,1.39690272,-0.057373209,2026/04/28 6:57
40,145A JT Equity,L  is  B,IT Services,グロース,2027/02/12,,4334333930,7488.888889,842,821,0.025578563,830,850,840,0.026267563,6600,869,822,0.072611465,-0.202651515,-0.22037037,0.403333333,-0.413240418,-0.413240418,805.9259259,62.70920819,,26.65640089,2.335160081,0.044761029,2026/04/28 6:57
41,146A JT Equity,コロンビア・ワークス,Real Estate Management & Development,スタンダード,2026/05/14,15:00,29245914000,61559.25926,3790,3805,-0.003942181,3775,3790,3782.5,-0.005259698,26800,3830,3765,0.001321004,0.218649518,0.015008468,0.929021069,1.146145566,1.146145566,3917.222222,39.30542547,0.020580475,7.818555674,1.677040771,-0.032477663,2026/04/28 6:57
42,147A JT Equity,ソラコム,Wireless Telecommunication Services,グロース,2026/05/15,11:00,45351607475,71081.48148,995,982,0.013238289,995,999,997,0.013726487,89600,1075,988,0.109253066,-0.086317723,0.076839827,0.245306633,-0.256352765,-0.256352765,980,47.90934299,,45.38991718,4.081137454,0.015306122,2026/04/28 6:57
43,148A JT Equity,ハッチ・ワーク,Commercial Services & Supplies,グロース,2026/05/14,14:00,3453480000,2748.148148,1800,1810,-0.005524862,1800,1838,1819,0.007198228,3700,1820,1800,0.070154578,-0.102244389,-0.305019305,0.292175162,-0.457013575,-0.457013575,1798.888889,46.61006001,,14.52665535,3.360769804,0.000617665,2026/04/28 6:57
44,1491 JT Equity,中外鉱業,Metals & Mining,スタンダード,2026/05/15,15:00,12734423809,58603.7037,879,879,0,876,880,878,-0.001705514,38100,885,871,-0.121878122,-0.213070725,-0.02006689,-0.323846154,0.440468807,0.556703779,973.5925926,25.05000471,0.022753129,8.942867772,1.354530553,-0.097158291,2026/04/28 6:57
45,149A JT Equity,シンカ,IT Services,グロース,2026/05/14,14:00,2622062100,380511.1111,805,807,-0.002478315,804,814,809,0.005593536,7400,823,801,-0.343393148,-0.030120482,-0.028950543,-0.233333333,-0.553521908,-0.553521908,965.962963,37.37037771,,61.82795699,2.464125423,-0.166634715,2026/04/28 6:57
46,150A JT Equity,JSH,Diversified Consumer Services,グロース,2026/05/15,14:00,2090790900,3903.703704,369,361,0.022160665,364,369,366.5,0.004109589,1900,369,361,0.066473988,-0.104368932,-0.131764706,-0.287644788,-0.542183623,-0.542183623,362.1851852,50.86492439,,,1.122946108,0.01881583,2026/04/28 6:57
47,1514 JT Equity,住石ホールディングス,Trading Companies & Distributors,スタンダード,2026/05/15,14:00,52635493899,1834507.407,783,783,0,783,784,783.5,0.00384369,407500,784,768,-0.273654917,-0.07156356,0.41405479,0.118551054,1.61410957,6.299392315,885.4074074,34.39215202,0.025542784,12.86747804,1.686223408,-0.11566134,2026/04/28 6:57
48,1515 JT Equity,日鉄鉱業,Metals & Mining,プライム,2026/05/13,14:00,2.0536E+11,842581.4815,2567,2422,0.059867878,2564,2567,2565.5,0.059467272,736000,2567,2425,0.005090055,-0.261122987,0.571175258,1.128272383,2.861491547,3.617889573,2625.814815,45.19516526,0.020802493,20.23927044,1.337400643,-0.022398691,2026/04/28 6:57
49,1518 JT Equity,三井松島ホールディングス,Industrial Conglomerates,プライム,2026/05/13,15:00,90601614000,238144.4444,1387,1351,0.026646928,1380,1388,1384,0.023290203,270800,1387,1351,0.02210759,0.014128042,0.098313921,0.731146262,1.443997164,8.587934142,1380.62963,53.60457759,0.046142754,7.073589767,0.968512089,0.004614105,2026/04/28 6:57
50,151A JT Equity,ダイブ,Professional Services,グロース,2026/05/08,14:00,5547499875,17822.22222,645,624,0.033653846,634,645,639.5,0.009471192,19700,645,624,0.064356436,-0.085106383,-0.066570188,-0.242068155,-0.36557377,-0.36557377,632.8148148,55.17514938,,9.936459959,2.090964486,0.019255531,2026/04/28 6:57
51,153A JT Equity,カウリス,Software,グロース,2026/05/15,14:00,9710712800,186566.6667,1486,1477,0.006093433,1483,1492,1487.5,0.010529891,159000,1549,1475,0.358318099,0.332735426,-0.306740299,0.668786215,-0.495470113,-0.495470113,1347.074074,55.56606471,0.003230148,36.15571776,5.855938455,0.103131616,2026/04/28 6:57
52,155A JT Equity,情報戦略テクノロジー,IT Services,グロース,2026/05/14,14:00,8623201728,43914.81481,807,813,-0.007380074,807,810,808.5,-0.005535055,30900,822,803,-0.024183797,-0.420258621,-0.218780252,0.894366197,-0.389099167,-0.389099167,841.8888889,37.51487055,,26.55726259,4.74920104,-0.041441204,2026/04/28 6:57
53,156A JT Equity,マテリアルグループ,Media,グロース,2026/07/14,,8375863056,60392.59259,848,826,0.026634383,848,851,849.5,0.018585132,52800,853,833,0.02291918,-0.102645503,0.209700428,0.326606061,-0.123010699,-0.123010699,857.8888889,44.66021931,0.030660377,12.33274999,3.749569168,-0.011527004,2026/04/28 6:57
54,157A JT Equity,グリーンモンスター,Diversified Consumer Services,グロース,2026/05/15,15:00,4008798000,279459.2593,1217,1069,0.138447147,1212,1219,1215.5,0.130697674,1632800,1284,1096,0.090501792,0.105358765,1.318095238,1.15062327,-0.226442927,-0.226442927,1068,64.95946594,0.008216927,71.86913793,2.891723197,0.139513109,2026/04/28 6:57
55,1605 JT Equity,INPEX,"Oil, Gas & Consumable Fuels",プライム,2026/05/13,14:30,5.19142E+12,12217807.41,4123,3930,0.049109415,4115,4123,4119,0.048224965,5972600,4123,3985,-0.157195421,0.228912072,0.478851365,1.353343504,2.164282173,5.86675537,4301,49.59791784,0.024254184,12.92482502,1.012167326,-0.041385724,2026/04/28 6:57
56,160A JT Equity,アズパートナーズ,Health Care Providers & Services,スタンダード,2026/05/15,15:00,7293184200,16303.7037,2033,2039,-0.002942619,2032,2040,2036,-0.006344558,6200,2046,2015,-0.027737924,-0.133802878,-0.316085796,0.004406821,-0.109565849,-0.109565849,2139.333333,28.47356884,0.031972455,6.164067054,1.42176577,-0.049703958,2026/04/28 6:57
57,1662 JT Equity,石油資源開発,"Oil, Gas & Consumable Fuels",プライム,2026/05/13,13:00,5.89816E+11,3423729.63,2295,2181,0.052269601,2290,2296,2293,0.050630011,1682900,2295,2191,-0.148106904,0.222007327,0.792277412,1.265768484,1.866706379,6.110889447,2432.37037,46.39550611,0.017429194,12.51564292,1.040850038,-0.056475927,2026/04/28 6:57
58,1663 JT Equity,Ｋ＆Ｏエナジーグループ,Gas Utilities,プライム,2026/05/13,15:00,1.35446E+11,212433.3333,4780,4690,0.019189765,4755,4785,4770,0.020320856,119700,4780,4630,-0.155477032,0.161603888,0.370400786,0.791952509,1.068113027,2.648266203,5075.37037,41.53827275,0.011297071,17.34892185,1.210120989,-0.058196811,2026/04/28 6:57
59,166A JT Equity,タスキホールディングス,Household Durables,グロース,2026/05/12,14:00,50005773630,347292.5926,810,804,0.007462687,808,811,809.5,0.00621504,270500,810,801,0.02661597,-0.024290607,0.239019274,0.297687335,1.02450034,1.246905349,810.7037037,46.37174474,0.064197531,14.11373236,1.701415998,-0.000868016,2026/04/28 6:57
60,167A JT Equity,リョーサン菱洋ホールディング,"Electronic Equipment, Instruments & Components",プライム,2026/05/14,,1.47258E+11,338581.4815,2727,2722,0.001836885,2718,2728,2723,-0.001283697,160200,2739,2713,-0.104433498,-0.100100111,-0.052415199,0.19147847,0.282880903,1.156259014,2853.888889,37.90021399,0.051338467,19.59600638,0.83119043,-0.044461748,2026/04/28 6:57
61,168A JT Equity,イタミアート,Media,グロース,,,1778700000,4785.185185,1210,1220,-0.008196721,1210,1214,1212,-0.010208248,6100,1222,1205,0,-0.133743437,-0.01485911,0.285325182,-0.284689116,-0.284689116,1250.37037,38.3872149,0.016528926,10.70285375,1.340063662,-0.03228673,2026/04/28 6:57
62,1711 JT Equity,SDSホールディングス,Independent Power and Renewable Electricity Producers,スタンダード,2026/05/15,14:00,2629058796,184051.8519,252,256,-0.015625,252,253,252.5,-0.015594542,120600,257,250,-0.106382979,-0.034482759,-0.118881119,0.217391304,-0.192307692,-0.488843813,280.4814815,29.77879611,,,4.250773386,-0.101544962,2026/04/28 6:57
63,1716 JT Equity,第一カッター興業,Construction & Engineering,スタンダード,2026/05/15,,17148000000,17444.44444,1429,1422,0.004922644,1427,1430,1428.5,0.00245614,11000,1431,1417,-0.027229408,0.039272727,0.085866261,0.070422994,0.242102876,0.153422279,1486.407407,28.39813733,0.027991603,11.0835129,0.813349387,-0.038621583,2026/04/28 6:57
64,1717 JT Equity,明豊ファシリティワークス,Professional Services,スタンダード,2026/05/12,15:00,12520382000,20674.07407,980,976,0.004098361,976,980,978,0.002562788,12300,980,974,-0.017051153,-0.07021975,-0.065974178,0.150459252,0.431624743,0.540329475,1004,33.00550984,0.044387755,11.77949431,1.951578375,-0.023904382,2026/04/28 6:57
65,1718 JT Equity,美樹工業,Construction & Engineering,スタンダード,2026/07/28,,8372689380,2051.851852,7260,7490,-0.03070761,7250,7300,7275,-0.030646236,3700,7500,7250,0.019662921,-0.148886284,-0.092019425,0.495241649,1.08168114,1.170023059,7324.074074,45.19365738,0.048209366,5.169440168,0.445442188,-0.00874842,2026/04/28 6:57
66,1719 JT Equity,安藤・間,Construction & Engineering,プライム,2026/05/14,13:00,3.52358E+11,702207.4074,1946.5,1888,0.030985169,1945,1947.5,1946.25,0.032082726,609800,1948,1888.5,0.035647779,-0.000540015,0.164572883,0.439183359,1.522972681,1.951740405,1959.574074,49.11004239,0.041099409,12.69456831,1.626732863,-0.006671896,2026/04/28 6:57
67,1720 JT Equity,東急建設,Construction & Engineering,プライム,2026/05/08,,1.61743E+11,321077.7778,1515,1459,0.038382454,1513,1516,1514.5,0.039464653,543400,1520,1457,0.071428571,0.196498054,0.457345972,0.892985349,1.389930434,2.296332813,1443.851852,65.98290826,0.02640264,13.94566878,1.533026621,0.049276626,2026/04/28 6:57
68,1721 JT Equity,コムシスホールディングス,Construction & Engineering,プライム,2026/05/12,14:00,6.88412E+11,624366.6667,5834,5603,0.041227914,5830,5836,5833,0.038824577,1979100,5836,5637,0.161226115,0.220523789,0.542637462,0.886565917,1.46789129,1.033521502,5270.518519,79.44760755,0.020569078,20.4757876,1.770987745,0.106911963,2026/04/28 6:57
69,1723 JT Equity,日本電技,Building Products,スタンダード,2026/05/07,,1.60278E+11,220066.6667,2444,2319,0.053902544,2437,2450,2443.5,0.055507559,215200,2444,2298,0.114963504,0.040828417,0.867195024,1.539210376,5.072029423,4.959138132,2415.037037,50.191744,0.015548282,19.0811396,3.515703571,0.011992761,2026/04/28 6:57
70,1724 JT Equity,シンクレイヤ,IT Services,スタンダード,2026/05/14,14:00,3574352940,5229.62963,723,719,0.005563282,720,725,722.5,0,1300,723,718,0.026988636,-0.018995929,0.076446225,0.184456986,0.214455482,0.174977352,721.9259259,47.93916232,0.038727524,13.88248848,0.531118851,0.00148779,2026/04/28 6:57
71,1726 JT Equity,ビーアールホールディングス,Construction & Engineering,プライム,2026/05/15,15:00,24042375000,149018.5185,525,526,-0.001901141,525,527,526,-0.000949668,2120700,527,525,0,0.5,0.5625,0.589801601,0.547676871,0.098450735,525.6666667,39.75911902,0.015238095,19.93617689,1.550432466,-0.001268231,2026/04/28 6:57
72,1736 JT Equity,オーテック,Trading Companies & Distributors,スタンダード,2026/05/14,14:00,39996900000,4307.407407,2339,2301,0.016514559,2309,2340,2324.5,0.004537597,2200,2339,2302,-0.005104211,-0.072075795,0.296772815,0.787268041,2.573074675,2.601108056,2366.259259,44.9475946,0.032064985,10.25588319,1.463473455,-0.01151998,2026/04/28 6:57
73,173A JT Equity,ハンモック,Software,グロース,2026/05/15,10:00,6217360000,4273.076923,1426,1406,0.014224751,1418,1455,1436.5,0.015912306,3300,1448,1406,0.012784091,-0.057511977,-0.091943428,-0.086854693,-0.28890602,-0.28890602,1441,44.25209435,0.028050491,11.64340297,2.005932061,-0.010409438,2026/04/28 6:57
74,1758 JT Equity,太洋基礎工業,Construction & Engineering,スタンダード,2026/06/12,,6230599200,1762.962963,2534,2580,-0.017829457,2533,2537,2535,-0.003537736,2600,2579,2510,0.078756918,-0.019529108,0.140794045,0.494131521,-0.070468507,0.656093974,2464.888889,54.77757866,0.023677979,10.97354935,0.53252835,0.028038226,2026/04/28 6:57
75,175A JT Equity,Will Smart,IT Services,グロース,2026/05/15,14:00,966485000,22740.74074,650,659,-0.013657056,649,658,653.5,-0.015813253,9100,663,647,-0.046920821,-0.231678487,-0.36086529,-0.189526185,-0.62253194,-0.62253194,678,35.01908243,,,300.4743952,-0.041297935,2026/04/28 6:57
76,1762 JT Equity,髙松コンストラクショングルー,Construction & Engineering,プライム,2026/05/13,15:00,1.20298E+11,75422.22222,3455,3345,0.032884903,3430,3470,3450,0.030619866,71100,3460,3365,-0.040277778,-0.08424411,0.01103685,0.220186874,0.701477015,0.949707047,3598.518519,39.52839703,0.026049204,11.71710541,0.851623661,-0.039882668,2026/04/28 6:57
77,1764 JT Equity,工藤建設,Construction & Engineering,スタンダード,2026/05/15,14:00,4213311300,1096.296296,3165,3170,-0.001577287,3170,3195,3182.5,0.002362205,200,3165,3165,0.051495017,0.061368209,0.198409693,0.144824327,0.368569469,0.538661303,3161.481481,46.07853745,0.036966825,6.279124972,0.696385321,0.001112933,2026/04/28 6:57
78,1766 JT Equity,東建コーポレーション,Household Durables,プライム,2026/06/12,,1.69747E+11,70355.55556,12600,13500,-0.066666667,12600,12620,12610,-0.066271751,257500,13030,12470,1.55E-03,-0.120162933,-0.094972067,-2.33E-15,0.724707552,0.489297711,13623.7037,21.95501663,0.028571429,10.57561041,1.19882451,-0.075141366,2026/04/28 6:57
79,1768 JT Equity,ソネック,Construction & Engineering,スタンダード,2026/05/08,14:00,10080000000,10029.62963,1344,1328,0.012048193,1335,1362,1348.5,0.020045386,2600,1351,1322,0.01510574,-0.071401274,0.339822562,0.662402011,0.531882732,0.828334553,1355.444444,46.86431662,0.037202381,8.255751992,0.986501991,-0.008443315,2026/04/28 6:57
80,1770 JT Equity,藤田エンジニアリング,Construction & Engineering,スタンダード,2026/05/12,14:00,17860200000,5640.740741,1751,1696,0.032429245,1724,1766,1745,0.02106495,1900,1751,1697,0.104035309,0.019497748,0.129905674,0.229780241,1.083205348,1.099103082,1667.185185,64.51334333,0.034266134,8.810882494,0.816141137,0.050273248,2026/04/28 6:57
81,1776 JT Equity,三井住建道路,Construction & Engineering,スタンダード,2026/05/12,13:00,18425115000,57844.44444,1986,1986,0,1986,1987,1986.5,0,1300,1987,1986,-0.00501002,0.269820972,0.364010989,0.484304933,1.452549668,1.264175428,1993.481481,56.98745348,,63.19972775,1.366484238,-0.003752973,2026/04/28 6:57
82,177A JT Equity,コージンバイオ,Biotechnology,グロース,2026/05/15,,7309588000,5696.296296,1430,1344,0.063988095,1410,1433,1421.5,0.050628234,14700,1433,1330,0.198658843,0.122168551,-0.078602819,-0.165517021,-0.38337705,-0.38337705,1272.148148,71.67076529,0.006993007,12.72207426,1.235458126,0.124082916,2026/04/28 6:57
83,1780 JT Equity,ヤマウラ,Construction & Engineering,プライム,2026/05/13,14:00,31634167486,43685.18519,1499,1444,0.038088643,1458,1500,1479,0.026370576,30200,1499,1436,-0.034149485,0.045116868,0.036538617,0.259602612,0.267756253,0.778951868,1521.296296,51.66431146,0.020013342,7.980450399,1.109405599,-0.014656117,2026/04/28 6:57
